,loss,amp_loss,phi_loss,noise,PSNR
311,2.013535261154175,0.9999999403953552,2.013535261154175,0.311,11.3551
312,2.043548345565796,0.9999999403953552,2.043548345565796,0.312,11.4594
313,1.9931979179382324,0.9999999403953552,1.9931979179382324,0.313,11.3532
314,1.9961977005004883,0.9999999403953552,1.9961977005004883,0.314,11.4918
315,1.9983254671096802,0.9999999403953552,1.9983254671096802,0.315,11.4601
316,1.9985835552215576,0.9999999403953552,1.9985835552215576,0.316,11.353
317,1.9745804071426392,0.9999999403953552,1.9745804071426392,0.317,11.3523
318,1.9748159646987915,0.9999999403953552,1.9748159646987915,0.318,11.3831
319,1.9492648839950562,0.9999999403953552,1.9492648839950562,0.319,11.3731
320,1.976500391960144,0.9999999403953552,1.976500391960144,0.32,11.3557
321,1.9642423391342163,0.9999999403953552,1.9642423391342163,0.321,11.497
322,1.992393136024475,0.9999999403953552,1.992393136024475,0.322,11.5264
323,1.972137689590454,0.9999999403953552,1.972137689590454,0.323,11.4287
324,1.9286476373672485,0.9999999403953552,1.9286476373672485,0.324,11.4954
325,1.9226899147033691,0.9999999403953552,1.9226899147033691,0.325,11.764
326,1.8870761394500732,0.9999999403953552,1.8870761394500732,0.326,11.8408
327,1.9274531602859497,0.9999999403953552,1.9274531602859497,0.327,11.4765
328,1.987992525100708,0.9999999403953552,1.987992525100708,0.328,11.5296
329,1.9518765211105347,0.9999999403953552,1.9518765211105347,0.329,11.3828
330,2.0239686965942383,0.9999999403953552,2.0239686965942383,0.33,11.3785
331,2.055628776550293,0.9999999403953552,2.055628776550293,0.331,11.3755
332,2.040849208831787,0.9999999403953552,2.040849208831787,0.332,11.3556
333,2.0710854530334473,0.9999999403953552,2.0710854530334473,0.333,11.371
334,2.034449815750122,0.9999999403953552,2.034449815750122,0.334,11.3737
335,2.0085244178771973,0.9999999403953552,2.0085244178771973,0.335,11.5534
336,2.01456356048584,0.9999999403953552,2.01456356048584,0.336,11.4977
337,2.0003716945648193,0.9999999403953552,2.0003716945648193,0.337,11.3904
338,1.9634027481079102,0.9999999403953552,1.9634027481079102,0.338,11.4109
339,1.9853699207305908,0.9999999403953552,1.9853699207305908,0.339,11.3768
340,2.0601627826690674,0.9999999403953552,2.0601627826690674,0.34,11.3575
341,1.9668161869049072,0.9999999403953552,1.9668161869049072,0.341,11.3579
342,1.9860271215438843,0.9999999403953552,1.9860271215438843,0.342,11.3665
343,1.976890206336975,0.9999999403953552,1.976890206336975,0.343,11.3675
344,1.9646128416061401,0.9999999403953552,1.9646128416061401,0.344,11.4486
345,1.9944770336151123,0.9999999403953552,1.9944770336151123,0.345,11.403
346,2.0120248794555664,0.9999999403953552,2.0120248794555664,0.346,11.3716
347,1.9664983749389648,0.9999999403953552,1.9664983749389648,0.347,11.3524
348,1.9914450645446777,0.9999999403953552,1.9914450645446777,0.348,11.4018
349,1.9915800094604492,0.9999999403953552,1.9915800094604492,0.349,11.4753
350,2.0075743198394775,0.9999999403953552,2.0075743198394775,0.35,11.3965
351,2.0302507877349854,0.9999999403953552,2.0302507877349854,0.351,11.3523
352,2.038132429122925,0.9999999403953552,2.038132429122925,0.352,11.5302
353,1.969437837600708,0.9999999403953552,1.969437837600708,0.353,11.3738
354,1.9865974187850952,0.9999999403953552,1.9865974187850952,0.354,11.3556
355,1.9956086874008179,0.9999999403953552,1.9956086874008179,0.355,11.353
356,2.026238203048706,0.9999999403953552,2.026238203048706,0.356,11.3713
357,1.952272891998291,0.9999999403953552,1.952272891998291,0.357,11.364
358,1.9652806520462036,0.9999999403953552,1.9652806520462036,0.358,11.4427
359,1.9823695421218872,0.9999999403953552,1.9823695421218872,0.359,11.3783
360,1.9884930849075317,0.9999999403953552,1.9884930849075317,0.36,11.5275
361,1.9491596221923828,0.9999999403953552,1.9491596221923828,0.361,11.5516
362,1.9916574954986572,0.9999999403953552,1.9916574954986572,0.362,11.4121
363,1.992452621459961,0.9999999403953552,1.992452621459961,0.363,11.358
364,2.038611650466919,0.9999999403953552,2.038611650466919,0.364,11.3523
365,1.9881806373596191,0.9999999403953552,1.9881806373596191,0.365,11.7318
366,1.9705462455749512,0.9999999403953552,1.9705462455749512,0.366,11.5294
367,1.9702728986740112,0.9999999403953552,1.9702728986740112,0.367,11.4047
368,2.01310658454895,0.9999999403953552,2.01310658454895,0.368,11.4794
369,1.9985445737838745,0.9999999403953552,1.9985445737838745,0.369,11.3794
370,1.965783715248108,0.9999999403953552,1.965783715248108,0.37,11.3575
371,1.9953124523162842,0.9999999403953552,1.9953124523162842,0.371,11.3792
372,2.020613431930542,0.9999999403953552,2.020613431930542,0.372,11.3522
373,2.011467695236206,0.9999999403953552,2.011467695236206,0.373,11.4214
374,1.9786099195480347,0.9999999403953552,1.9786099195480347,0.374,11.3857
375,1.9947961568832397,0.9999999403953552,1.9947961568832397,0.375,11.3527
376,2.0471320152282715,0.9999999403953552,2.0471320152282715,0.376,11.4679
377,2.0132906436920166,0.9999999403953552,2.0132906436920166,0.377,11.4557
378,2.0310378074645996,0.9999999403953552,2.0310378074645996,0.378,11.5086
379,1.9919015169143677,0.9999999403953552,1.9919015169143677,0.379,11.4289
380,2.022339344024658,0.9999999403953552,2.022339344024658,0.38,11.3545
381,2.0344064235687256,0.9999999403953552,2.0344064235687256,0.381,11.4072
382,2.0201733112335205,0.9999999403953552,2.0201733112335205,0.382,11.372
383,1.9820493459701538,0.9999999403953552,1.9820493459701538,0.383,11.4071
384,2.059748888015747,0.9999999403953552,2.059748888015747,0.384,11.4417
385,2.003253936767578,0.9999999403953552,2.003253936767578,0.385,11.3814
386,1.9771875143051147,0.9999999403953552,1.9771875143051147,0.386,11.3538
387,2.035912275314331,0.9999999403953552,2.035912275314331,0.387,11.4262
388,1.9857306480407715,0.9999999403953552,1.9857306480407715,0.388,11.4231
389,1.9652286767959595,0.9999999403953552,1.9652286767959595,0.389,11.4227
390,1.9782840013504028,0.9999999403953552,1.9782840013504028,0.39,11.3654
391,1.9414769411087036,0.9999999403953552,1.9414769411087036,0.391,11.8518
392,1.985750675201416,0.9999999403953552,1.985750675201416,0.392,11.4066
393,1.9989135265350342,0.9999999403953552,1.9989135265350342,0.393,11.6801
394,1.983222246170044,0.9999999403953552,1.983222246170044,0.394,11.4882
395,1.9977647066116333,0.9999999403953552,1.9977647066116333,0.395,11.5133
